MFK3006 Log 1,TIME,m/s,°C
120,04:51:22,0.51,25.99
MFK3006 Log 51,TIME,m/s,°C
1,04:51:45,0.52,25.93
2,04:51:46,0.56,25.93
3,04:51:47,0.63,25.92
4,04:51:48,0.6,25.92
5,04:51:49,0.51,25.93
6,04:51:50,0.51,25.93
7,04:51:51,0.55,25.92
8,04:51:52,0.46,25.94
9,04:51:53,0.63,25.93
10,04:51:54,0.62,25.92
11,04:51:55,0.62,25.93
12,04:51:56,0.5,25.93
13,04:51:57,0.56,25.93
14,04:51:58,0.47,25.94
15,04:51:59,0.53,25.93
16,04:52:00,0.67,25.92
17,04:52:01,0.52,25.92
18,04:52:02,0.61,25.92
19,04:52:03,0.68,25.91
20,04:52:04,0.51,25.91
21,04:52:05,0.45,25.92
22,04:52:06,0.53,25.92
23,04:52:07,0.51,25.92
24,04:52:08,0.58,25.93
25,04:52:09,0.63,25.91
26,04:52:10,0.62,25.9
27,04:52:11,0.59,25.9
28,04:52:12,0.63,25.9
29,04:52:13,0.48,25.9
30,04:52:14,0.43,25.92
31,04:52:15,0.57,25.91
32,04:52:16,0.57,25.91
33,04:52:17,0.61,25.91
34,04:52:18,0.55,25.91
35,04:52:19,0.52,25.91
36,04:52:20,0.64,25.91
37,04:52:21,0.59,25.9
38,04:52:22,0.46,25.91
39,04:52:23,0.5,25.9
40,04:52:24,0.48,25.9
41,04:52:25,0.61,25.89
42,04:52:26,0.61,25.88
43,04:52:27,0.62,25.88
44,04:52:28,0.49,25.88
45,04:52:29,0.53,25.89
46,04:52:30,0.56,25.89
47,04:52:31,0.63,25.88
48,04:52:32,0.52,25.88
49,04:52:33,0.68,25.87
50,04:52:34,0.57,25.88
51,04:52:35,0.59,25.87
52,04:52:36,0.55,25.87
53,04:52:37,0.49,25.88
54,04:52:38,0.58,25.87
55,04:52:39,0.45,25.87
56,04:52:40,0.62,25.87
57,04:52:41,0.53,25.87
58,04:52:42,0.65,25.87
59,04:52:43,0.64,25.87
60,04:52:44,0.66,25.87
61,04:52:45,0.65,25.86
62,04:52:46,0.53,25.87
63,04:52:47,0.53,25.88
64,04:52:48,0.6,25.86
65,04:52:49,0.58,25.86
66,04:52:50,0.65,25.85
67,04:52:51,0.6,25.86
68,04:52:52,0.57,25.85
69,04:52:53,0.52,25.86
70,04:52:54,0.6,25.85
71,04:52:55,0.74,25.85
72,04:52:56,0.57,25.86
73,04:52:57,0.64,25.85
74,04:52:58,0.48,25.85
75,04:52:59,0.52,25.85
76,04:53:00,0.56,25.85
77,04:53:01,0.53,25.85
78,04:53:02,0.48,25.86
79,04:53:03,0.64,25.85
80,04:53:04,0.47,25.85
81,04:53:05,0.59,25.84
82,04:53:06,0.52,25.84
83,04:53:07,0.46,25.85
84,04:53:08,0.51,25.85
85,04:53:09,0.48,25.85
86,04:53:10,0.61,25.84
87,04:53:11,0.49,25.85
88,04:53:12,0.65,25.84
89,04:53:13,0.58,25.84
90,04:53:14,0.63,25.83
91,04:53:15,0.57,25.83
92,04:53:16,0.55,25.83
93,04:53:17,0.63,25.82
94,04:53:18,0.58,25.82
95,04:53:19,0.62,25.82
96,04:53:20,0.55,25.82
97,04:53:21,0.58,25.82
98,04:53:22,0.56,25.82
99,04:53:23,0.49,25.82
100,04:53:24,0.39,25.84
101,04:53:25,0.46,25.83
102,04:53:26,0.51,25.83
103,04:53:27,0.53,25.82
104,04:53:28,0.54,25.82
105,04:53:29,0.57,25.82
106,04:53:30,0.51,25.82
107,04:53:31,0.54,25.82
108,04:53:32,0.51,25.82
109,04:53:33,0.56,25.82
110,04:53:34,0.45,25.82
111,04:53:35,0.49,25.82
112,04:53:36,0.56,25.82
113,04:53:37,0.57,25.82
114,04:53:38,0.54,25.82
115,04:53:39,0.59,25.82
116,04:53:40,0.57,25.82
117,04:53:41,0.48,25.82
118,04:53:42,0.52,25.81
119,04:53:43,0.65,25.81
120,04:53:44,0.51,25.82
MFK3006 Log 52,TIME,m/s,°C
1,04:54:03,0.72,25.93
2,04:54:04,0.61,25.94
3,04:54:05,0.57,25.95
4,04:54:06,0.57,25.95
5,04:54:07,0.67,25.97
6,04:54:08,0.51,25.97
7,04:54:09,0.61,25.97
8,04:54:10,0.49,25.96
9,04:54:11,0.65,25.95
10,04:54:12,0.69,25.96
11,04:54:13,0.66,25.96
12,04:54:14,0.53,25.96
13,04:54:15,0.62,25.96
14,04:54:16,0.59,25.95
15,04:54:17,0.68,25.95
16,04:54:18,0.57,25.95
17,04:54:19,0.67,25.94
18,04:54:20,0.6,25.94
19,04:54:21,0.64,25.93
20,04:54:22,0.52,25.93
21,04:54:23,0.54,25.93
22,04:54:24,0.65,25.94
23,04:54:25,0.51,25.93
24,04:54:26,0.55,25.93
25,04:54:27,0.59,25.93
26,04:54:28,0.7,25.94
27,04:54:29,0.66,25.93
28,04:54:30,0.63,25.93
29,04:54:31,0.56,25.93
30,04:54:32,0.6,25.94
31,04:54:33,0.63,25.94
32,04:54:34,0.66,25.95
33,04:54:35,0.64,25.93
34,04:54:36,0.58,25.93
35,04:54:37,0.65,25.98
36,04:54:38,0.68,25.96
37,04:54:39,0.63,25.95
38,04:54:40,0.67,25.93
39,04:54:41,0.59,25.93
40,04:54:42,0.66,25.93
41,04:54:43,0.72,25.94
42,04:54:44,0.51,25.93
43,04:54:45,0.64,25.92
44,04:54:46,0.69,25.91
45,04:54:47,0.53,25.92
46,04:54:48,0.59,25.93
47,04:54:49,0.6,25.93
48,04:54:50,0.52,25.93
49,04:54:51,0.64,25.96
50,04:54:52,0.58,25.96
51,04:54:53,0.66,25.96
52,04:54:54,0.6,25.94
53,04:54:55,0.68,25.94
54,04:54:56,0.57,25.94
55,04:54:57,0.72,25.94
56,04:54:58,0.69,25.96
57,04:54:59,0.56,25.97
58,04:55:00,0.61,25.97
59,04:55:01,0.65,25.97
60,04:55:02,0.61,25.99
61,04:55:03,0.65,25.99
62,04:55:04,0.6,25.96
63,04:55:05,0.53,25.95
64,04:55:06,0.65,25.94
65,04:55:07,0.67,25.91
66,04:55:08,0.58,25.9
67,04:55:09,0.72,25.89
68,04:55:10,0.58,25.88
69,04:55:11,0.66,25.87
70,04:55:12,0.64,25.87
71,04:55:13,0.69,25.86
72,04:55:14,0.62,25.85
73,04:55:15,0.55,25.85
74,04:55:16,0.47,25.86
75,04:55:17,0.48,25.85
76,04:55:18,0.52,25.85
77,04:55:19,0.6,25.85
78,04:55:20,0.64,25.85
79,04:55:21,0.64,25.84
80,04:55:22,0.58,25.84
81,04:55:23,0.62,25.84
82,04:55:24,0.57,25.84
83,04:55:25,0.54,25.85
84,04:55:26,0.62,25.84
85,04:55:27,0.6,25.84
86,04:55:28,0.51,25.84
87,04:55:29,0.59,25.84
88,04:55:30,0.64,25.84
89,04:55:31,0.57,25.84
90,04:55:32,0.63,25.83
91,04:55:33,0.62,25.84
92,04:55:34,0.66,25.83
93,04:55:35,0.61,25.84
94,04:55:36,0.58,25.83
95,04:55:37,0.59,25.84
96,04:55:38,0.6,25.84
97,04:55:39,0.72,25.83
98,04:55:40,0.64,25.82
99,04:55:41,0.52,25.83
100,04:55:42,0.49,25.84
101,04:55:43,0.61,25.83
102,04:55:44,0.51,25.83
103,04:55:45,0.54,25.82
104,04:55:46,0.61,25.81
105,04:55:47,0.61,25.81
106,04:55:48,0.57,25.81
107,04:55:49,0.63,25.8
108,04:55:50,0.66,25.8
109,04:55:51,0.65,25.79
110,04:55:52,0.64,25.79
111,04:55:53,0.7,25.79
112,04:55:54,0.59,25.79
113,04:55:55,0.63,25.78
114,04:55:56,0.57,25.79
115,04:55:57,0.61,25.78
116,04:55:58,0.6,25.78
117,04:55:59,0.62,25.78
118,04:56:00,0.53,25.79
119,04:56:01,0.54,25.8
120,04:56:02,0.6,25.79
MFK3006 Log 53,TIME,m/s,°C
1,04:56:59,0.47,25.95
2,04:57:00,0.49,25.95
3,04:57:01,0.56,25.96
4,04:57:02,0.4,25.95
5,04:57:03,0.41,25.95
6,04:57:04,0.44,25.95
7,04:57:05,0.39,25.95
8,04:57:06,0.39,25.97
9,04:57:07,0.5,25.97
10,04:57:08,0.5,25.98
11,04:57:09,0.48,25.98
12,04:57:10,0.43,25.98
13,04:57:11,0.5,25.98
14,04:57:12,0.48,25.97
15,04:57:13,0.52,25.97
16,04:57:14,0.48,25.97
17,04:57:15,0.4,25.97
18,04:57:16,0.48,25.97
19,04:57:17,0.41,25.98
20,04:57:18,0.42,25.97
21,04:57:19,0.48,25.98
22,04:57:20,0.44,25.97
23,04:57:21,0.58,25.97
24,04:57:22,0.44,25.97
25,04:57:23,0.49,25.97
26,04:57:24,0.57,25.99
27,04:57:25,0.54,25.99
28,04:57:26,0.5,26
29,04:57:27,0.54,25.98
30,04:57:28,0.48,25.98
31,04:57:29,0.44,25.98
32,04:57:30,0.38,25.98
33,04:57:31,0.46,25.99
34,04:57:32,0.52,25.99
35,04:57:33,0.59,26
36,04:57:34,0.47,26
37,04:57:35,0.62,26.01
38,04:57:36,0.54,26.02
39,04:57:37,0.51,26.03
40,04:57:38,0.52,26.03
41,04:57:39,0.49,26.01
42,04:57:40,0.37,26.01
43,04:57:41,0.37,26.02
44,04:57:42,0.4,26.01
45,04:57:43,0.44,26.01
46,04:57:44,0.47,26.01
47,04:57:45,0.49,26.02
48,04:57:46,0.48,26.03
49,04:57:47,0.41,26.02
50,04:57:48,0.47,26.02
51,04:57:49,0.41,26.01
52,04:57:50,0.54,26
53,04:57:51,0.41,25.98
54,04:57:52,0.41,25.98
55,04:57:53,0.53,25.98
56,04:57:54,0.53,25.97
57,04:57:55,0.54,25.97
58,04:57:56,0.49,25.95
59,04:57:57,0.54,25.94
60,04:57:58,0.62,25.93
61,04:57:59,0.5,25.93
62,04:58:00,0.62,25.91
63,04:58:01,0.54,25.91
64,04:58:02,0.41,25.9
65,04:58:03,0.54,25.89
66,04:58:04,0.58,25.88
67,04:58:05,0.5,25.88
68,04:58:06,0.52,25.87
69,04:58:07,0.54,25.86
70,04:58:08,0.64,25.86
71,04:58:09,0.55,25.85
72,04:58:10,0.54,25.86
73,04:58:11,0.53,25.85
74,04:58:12,0.57,25.84
75,04:58:13,0.51,25.84
76,04:58:14,0.44,25.84
77,04:58:15,0.51,25.84
78,04:58:16,0.56,25.83
79,04:58:17,0.48,25.83
80,04:58:18,0.55,25.82
81,04:58:19,0.43,25.82
82,04:58:20,0.49,25.83
83,04:58:21,0.59,25.82
84,04:58:22,0.55,25.83
85,04:58:23,0.41,25.84
86,04:58:24,0.52,25.84
87,04:58:25,0.4,25.84
88,04:58:26,0.48,25.84
89,04:58:27,0.41,25.83
90,04:58:28,0.54,25.83
91,04:58:29,0.41,25.84
92,04:58:30,0.47,25.84
93,04:58:31,0.38,25.85
94,04:58:32,0.49,25.85
95,04:58:33,0.49,25.85
96,04:58:34,0.48,25.85
97,04:58:35,0.34,25.87
98,04:58:36,0.46,25.86
99,04:58:37,0.44,25.86
100,04:58:38,0.43,25.86
101,04:58:39,0.43,25.86
102,04:58:40,0.55,25.85
103,04:58:41,0.41,25.85
104,04:58:42,0.44,25.85
105,04:58:43,0.42,25.85
106,04:58:44,0.41,25.85
107,04:58:45,0.48,25.84
108,04:58:46,0.42,25.85
109,04:58:47,0.4,25.85
110,04:58:48,0.46,25.84
111,04:58:49,0.53,25.83
112,04:58:50,0.4,25.84
113,04:58:51,0.49,25.85
114,04:58:52,0.52,25.84
115,04:58:53,0.61,25.83
116,04:58:54,0.41,25.84
117,04:58:55,0.41,25.84
118,04:58:56,0.35,25.85
119,04:58:57,0.47,25.85
120,04:58:58,0.4,25.85
MFK3006 Log 54,TIME,m/s,°C
1,04:59:51,0.14,26.27
2,04:59:52,0.11,26.24
3,04:59:53,0.15,26.27
4,04:59:54,0.13,26.26
5,04:59:55,0.14,26.23
6,04:59:56,0.15,26.3
7,04:59:57,0.14,26.24
8,04:59:58,0.14,26.19
9,04:59:59,0.18,26.25
10,05:00:00,0.16,26.22
11,05:00:01,0.17,26.27
12,05:00:02,0.15,26.25
13,05:00:03,0.13,26.23
14,05:00:04,0.13,26.25
15,05:00:05,0.12,26.23
16,05:00:06,0.14,26.22
17,05:00:07,0.18,26.26
18,05:00:08,0.16,26.25
19,05:00:09,0.13,26.27
20,05:00:10,0.13,26.24
21,05:00:11,0.17,26.27
22,05:00:12,0.16,26.28
23,05:00:13,0.17,26.33
24,05:00:14,0.15,26.28
25,05:00:15,0.17,26.28
26,05:00:16,0.18,26.29
27,05:00:17,0.17,26.32
28,05:00:18,0.19,26.28
29,05:00:19,0.14,26.24
30,05:00:20,0.17,26.31
31,05:00:21,0.12,26.27
32,05:00:22,0.13,26.33
33,05:00:23,0.14,26.29
34,05:00:24,0.16,26.31
35,05:00:25,0.17,26.34
36,05:00:26,0.16,26.29
37,05:00:27,0.17,26.3
38,05:00:28,0.17,26.33
39,05:00:29,0.16,26.3
40,05:00:30,0.16,26.34
41,05:00:31,0.16,26.36
42,05:00:32,0.15,26.35
43,05:00:33,0.13,26.36
44,05:00:34,0.15,26.39
45,05:00:35,0.14,26.36
46,05:00:36,0.16,26.36
47,05:00:37,0.16,26.4
48,05:00:38,0.13,26.37
49,05:00:39,0.17,26.4
50,05:00:40,0.2,26.41
51,05:00:41,0.17,26.4
52,05:00:42,0.12,26.38
53,05:00:43,0.12,26.34
54,05:00:44,0.16,26.35
55,05:00:45,0.13,26.33
56,05:00:46,0.14,26.39
57,05:00:47,0.14,26.38
58,05:00:48,0.15,26.38
59,05:00:49,0.17,26.38
60,05:00:50,0.14,26.36
61,05:00:51,0.14,26.37
62,05:00:52,0.11,26.38
63,05:00:53,0.15,26.37
64,05:00:54,0.16,26.39
65,05:00:55,0.11,26.38
66,05:00:56,0.16,26.39
67,05:00:57,0.14,26.38
68,05:00:58,0.11,26.36
69,05:00:59,0.13,26.37
70,05:01:00,0.05,26.37
71,05:01:01,0.03,26.41
72,05:01:02,0.08,26.41
73,05:01:03,0.1,26.41
74,05:01:04,0.08,26.41
75,05:01:05,0.1,26.41
76,05:01:06,0.1,26.41
77,05:01:07,0.09,26.41
78,05:01:08,0.1,26.41
79,05:01:09,0.08,26.4
80,05:01:10,0.09,26.4
81,05:01:11,0.08,26.41
82,05:01:12,0.1,26.41
83,05:01:13,0.09,26.41
84,05:01:14,0.11,26.44
85,05:01:15,0.12,26.44
86,05:01:16,0.11,26.42
87,05:01:17,0.13,26.4
88,05:01:18,0.14,26.41
89,05:01:19,0.05,26.43
90,05:01:20,0.12,26.42
91,05:01:21,0.09,26.42
92,05:01:22,0.11,26.42
93,05:01:23,0.11,26.4
94,05:01:24,0.18,26.38
95,05:01:25,0.15,26.37
96,05:01:26,0.08,26.41
97,05:01:27,0.07,26.42
98,05:01:28,0.13,26.41
99,05:01:29,0.11,26.42
100,05:01:30,0.09,26.43
101,05:01:31,0.1,26.41
102,05:01:32,0.15,26.4
103,05:01:33,0.1,26.43
104,05:01:34,0.08,26.44
105,05:01:35,0.07,26.42
106,05:01:36,0.05,26.46
107,05:01:37,0.06,26.49
108,05:01:38,0.1,26.44
109,05:01:39,0.12,26.43
110,05:01:40,0.11,26.46
111,05:01:41,0.11,26.44
112,05:01:42,0.14,26.46
113,05:01:43,0.13,26.44
114,05:01:44,0.12,26.47
115,05:01:45,0.12,26.46
116,05:01:46,0.17,26.41
117,05:01:47,0.17,26.44
118,05:01:48,0.11,26.45
119,05:01:49,0.11,26.46
120,05:01:50,0.15,26.46
MFK3006 Log 55,TIME,m/s,°C
1,05:02:49,0.09,26.49
2,05:02:50,0.1,26.52
3,05:02:51,0.1,26.53
4,05:02:52,0.07,26.52
5,05:02:53,0.1,26.49
6,05:02:54,0.12,26.48
7,05:02:55,0.13,26.48
8,05:02:56,0.14,26.48
9,05:02:57,0.12,26.49
10,05:02:58,0.12,26.49
11,05:02:59,0.16,26.5
12,05:03:00,0.16,26.48
13,05:03:01,0.16,26.48
14,05:03:02,0.16,26.48
15,05:03:03,0.14,26.49
16,05:03:04,0.17,26.5
17,05:03:05,0.16,26.5
18,05:03:06,0.13,26.51
19,05:03:07,0.09,26.53
20,05:03:08,0.15,26.53
21,05:03:09,0.19,26.52
22,05:03:10,0.18,26.53
23,05:03:11,0.16,26.52
24,05:03:12,0.15,26.52
25,05:03:13,0.14,26.52
26,05:03:14,0.12,26.53
27,05:03:15,0.11,26.54
28,05:03:16,0.15,26.53
29,05:03:17,0.13,26.53
30,05:03:18,0.09,26.53
31,05:03:19,0.06,26.58
32,05:03:20,0.08,26.58
33,05:03:21,0.07,26.58
34,05:03:22,0.13,26.62
35,05:03:23,0.1,26.58
36,05:03:24,0.11,26.56
37,05:03:25,0.1,26.55
38,05:03:26,0.05,26.58
39,05:03:27,0.02,26.6
40,05:03:28,0.08,26.58
41,05:03:29,0.07,26.56
42,05:03:30,0.08,26.55
43,05:03:31,0.08,26.55
44,05:03:32,0.09,26.55
45,05:03:33,0.05,26.56
46,05:03:34,0.04,26.6
47,05:03:35,0.02,26.6
48,05:03:36,0.1,26.63
49,05:03:37,0.05,26.63
50,05:03:38,0.06,26.65
51,05:03:39,0.04,26.58
52,05:03:40,0.02,26.58
53,05:03:41,0.03,26.58
54,05:03:42,0.03,26.6
55,05:03:43,0.03,26.6
56,05:03:44,0.02,26.62
57,05:03:45,0.02,26.63
58,05:03:46,0.05,26.63
59,05:03:47,0.03,26.64
60,05:03:48,0.05,26.63
61,05:03:49,0.04,26.67
62,05:03:50,0.12,26.64
63,05:03:51,0.11,26.63
64,05:03:52,0.1,26.62
65,05:03:53,0.14,26.61
66,05:03:54,0.14,26.61
67,05:03:55,0.16,26.61
68,05:03:56,0.14,26.61
69,05:03:57,0.13,26.61
70,05:03:58,0.16,26.6
71,05:03:59,0.18,26.61
72,05:04:00,0.16,26.61
73,05:04:01,0.15,26.61
74,05:04:02,0.15,26.6
75,05:04:03,0.16,26.59
76,05:04:04,0.14,26.6
77,05:04:05,0.16,26.6
78,05:04:06,0.15,26.61
79,05:04:07,0.17,26.6
80,05:04:08,0.17,26.61
81,05:04:09,0.16,26.61
82,05:04:10,0.17,26.6
83,05:04:11,0.14,26.58
84,05:04:12,0.17,26.58
85,05:04:13,0.15,26.58
86,05:04:14,0.12,26.57
87,05:04:15,0.13,26.59
88,05:04:16,0.14,26.6
89,05:04:17,0.13,26.61
90,05:04:18,0.13,26.6
91,05:04:19,0.14,26.6
92,05:04:20,0.14,26.61
93,05:04:21,0.1,26.6
94,05:04:22,0.06,26.63
95,05:04:23,0.1,26.64
96,05:04:24,0.07,26.64
97,05:04:25,0.06,26.65
98,05:04:26,0.06,26.65
99,05:04:27,0.06,26.64
100,05:04:28,0.08,26.63
101,05:04:29,0.1,26.61
102,05:04:30,0.08,26.62
103,05:04:31,0.1,26.63
104,05:04:32,0.08,26.64
105,05:04:33,0.07,26.64
106,05:04:34,0.06,26.64
107,05:04:35,0.1,26.64
108,05:04:36,0.1,26.65
109,05:04:37,0.1,26.63
110,05:04:38,0.1,26.64
111,05:04:39,0.09,26.65
112,05:04:40,0.09,26.61
113,05:04:41,0.09,26.63
114,05:04:42,0.1,26.64
115,05:04:43,0.07,26.64
116,05:04:44,0.04,26.69
117,05:04:45,0.05,26.69
118,05:04:46,0.08,26.69
119,05:04:47,0.13,26.65
120,05:04:48,0.12,26.65
MFK3006 Log 56,TIME,m/s,°C
1,05:05:29,0.43,26.23
2,05:05:30,0.35,26.22
3,05:05:31,0.3,26.23
4,05:05:32,0.23,26.22
5,05:05:33,0.27,26.21
6,05:05:34,0.17,26.27
7,05:05:35,0.25,26.25
8,05:05:36,0.31,26.22
9,05:05:37,0.32,26.19
10,05:05:38,0.2,26.24
11,05:05:39,0.22,26.23
12,05:05:40,0.29,26.19
13,05:05:41,0.31,26.17
14,05:05:42,0.29,26.16
15,05:05:43,0.24,26.19
16,05:05:44,0.19,26.18
17,05:05:45,0.39,26.13
18,05:05:46,0.28,26.13
19,05:05:47,0.21,26.15
20,05:05:48,0.16,26.18
21,05:05:49,0.19,26.2
22,05:05:50,0.1,26.21
23,05:05:51,0.24,26.19
24,05:05:52,0.36,26.14
25,05:05:53,0.27,26.13
26,05:05:54,0.3,26.1
27,05:05:55,0.37,26.08
28,05:05:56,0.19,26.14
29,05:05:57,0.26,26.11
30,05:05:58,0.21,26.15
31,05:05:59,0.3,26.11
32,05:06:00,0.16,26.11
33,05:06:01,0.31,26.11
34,05:06:02,0.21,26.1
35,05:06:03,0.34,26.07
36,05:06:04,0.28,26.06
37,05:06:05,0.34,26.04
38,05:06:06,0.27,26.08
39,05:06:07,0.3,26.08
40,05:06:08,0.3,26.06
41,05:06:09,0.36,26.03
42,05:06:10,0.29,26.04
43,05:06:11,0.38,26.04
44,05:06:12,0.21,26.08
45,05:06:13,0.32,26.07
46,05:06:14,0.29,26.08
47,05:06:15,0.28,26.07
48,05:06:16,0.43,26.04
49,05:06:17,0.39,26.03
50,05:06:18,0.4,26.03
51,05:06:19,0.41,26.02
52,05:06:20,0.19,26.03
53,05:06:21,0.14,26.1
54,05:06:22,0.16,26.11
55,05:06:23,0.34,26.1
56,05:06:24,0.32,26.09
57,05:06:25,0.32,26.08
58,05:06:26,0.49,26.04
59,05:06:27,0.33,26.03
60,05:06:28,0.41,26.03
61,05:06:29,0.42,26.01
62,05:06:30,0.25,26.01
63,05:06:31,0.4,26.03
64,05:06:32,0.47,26.01
65,05:06:33,0.26,26
66,05:06:34,0.23,26.02
67,05:06:35,0.17,26.02
68,05:06:36,0.3,26.03
69,05:06:37,0.25,26.02
70,05:06:38,0.18,26.02
71,05:06:39,0.36,26.01
72,05:06:40,0.3,26.01
73,05:06:41,0.29,26
74,05:06:42,0.29,26
75,05:06:43,0.32,25.99
76,05:06:44,0.4,25.99
77,05:06:45,0.34,25.99
78,05:06:46,0.31,25.98
79,05:06:47,0.28,25.98
80,05:06:48,0.26,25.97
81,05:06:49,0.47,25.98
82,05:06:50,0.35,25.98
83,05:06:51,0.44,25.96
84,05:06:52,0.43,25.95
85,05:06:53,0.37,25.94
86,05:06:54,0.33,25.93
87,05:06:55,0.36,25.93
88,05:06:56,0.29,25.93
89,05:06:57,0.2,25.93
90,05:06:58,0.25,25.95
91,05:06:59,0.32,25.95
92,05:07:00,0.42,25.94
93,05:07:01,0.28,25.93
94,05:07:02,0.17,25.94
95,05:07:03,0.27,25.94
96,05:07:04,0.23,25.93
97,05:07:05,0.29,25.93
98,05:07:06,0.42,25.92
99,05:07:07,0.3,25.92
100,05:07:08,0.25,25.91
101,05:07:09,0.33,25.9
102,05:07:10,0.29,25.91
103,05:07:11,0.42,25.91
104,05:07:12,0.42,25.9
105,05:07:13,0.29,25.89
106,05:07:14,0.4,25.9
107,05:07:15,0.35,25.89
108,05:07:16,0.43,25.87
109,05:07:17,0.38,25.86
110,05:07:18,0.4,25.86
111,05:07:19,0.17,25.84
112,05:07:20,0.32,25.86
113,05:07:21,0.28,25.86
114,05:07:22,0.29,25.86
115,05:07:23,0.34,25.85
116,05:07:24,0.24,25.85
117,05:07:25,0.3,25.85
118,05:07:26,0.34,25.83
119,05:07:27,0.2,25.85
120,05:07:28,0.36,25.82
MFK3006 Log 57,TIME,m/s,°C
1,05:08:05,0.48,25.57
2,05:08:06,0.56,25.54
3,05:08:07,0.3,25.57
4,05:08:08,0.51,25.56
5,05:08:09,0.39,25.58
6,05:08:10,0.42,25.58
7,05:08:11,0.39,25.56
8,05:08:12,0.47,25.57
9,05:08:13,0.41,25.56
10,05:08:14,0.38,25.56
11,05:08:15,0.4,25.57
12,05:08:16,0.36,25.55
13,05:08:17,0.43,25.54
14,05:08:18,0.4,25.53
15,05:08:19,0.43,25.51
16,05:08:20,0.58,25.49
17,05:08:21,0.5,25.49
18,05:08:22,0.46,25.49
19,05:08:23,0.43,25.49
20,05:08:24,0.53,25.47
21,05:08:25,0.47,25.48
22,05:08:26,0.4,25.47
23,05:08:27,0.37,25.49
24,05:08:28,0.37,25.49
25,05:08:29,0.42,25.48
26,05:08:30,0.42,25.47
27,05:08:31,0.38,25.47
28,05:08:32,0.44,25.47
29,05:08:33,0.38,25.47
30,05:08:34,0.44,25.45
31,05:08:35,0.43,25.45
32,05:08:36,0.42,25.44
33,05:08:37,0.4,25.45
34,05:08:38,0.42,25.45
35,05:08:39,0.39,25.44
36,05:08:40,0.42,25.44
37,05:08:41,0.43,25.43
38,05:08:42,0.39,25.43
39,05:08:43,0.4,25.43
40,05:08:44,0.41,25.42
41,05:08:45,0.43,25.41
42,05:08:46,0.51,25.4
43,05:08:47,0.37,25.41
44,05:08:48,0.41,25.41
45,05:08:49,0.48,25.38
46,05:08:50,0.4,25.39
47,05:08:51,0.37,25.39
48,05:08:52,0.4,25.4
49,05:08:53,0.41,25.39
50,05:08:54,0.32,25.39
51,05:08:55,0.41,25.38
52,05:08:56,0.46,25.36
53,05:08:57,0.55,25.34
54,05:08:58,0.44,25.35
55,05:08:59,0.33,25.36
56,05:09:00,0.47,25.37
57,05:09:01,0.42,25.36
58,05:09:02,0.49,25.35
59,05:09:03,0.44,25.33
60,05:09:04,0.45,25.33
61,05:09:05,0.42,25.32
62,05:09:06,0.47,25.31
63,05:09:07,0.38,25.34
64,05:09:08,0.43,25.31
65,05:09:09,0.39,25.32
66,05:09:10,0.55,25.3
67,05:09:11,0.39,25.31
68,05:09:12,0.51,25.29
69,05:09:13,0.52,25.28
70,05:09:14,0.35,25.29
71,05:09:15,0.46,25.29
72,05:09:16,0.46,25.28
73,05:09:17,0.39,25.29
74,05:09:18,0.53,25.27
75,05:09:19,0.4,25.27
76,05:09:20,0.49,25.24
77,05:09:21,0.41,25.26
78,05:09:22,0.42,25.29
79,05:09:23,0.38,25.26
80,05:09:24,0.41,25.26
81,05:09:25,0.51,25.25
82,05:09:26,0.41,25.25
83,05:09:27,0.47,25.24
84,05:09:28,0.34,25.26
85,05:09:29,0.41,25.24
86,05:09:30,0.32,25.27
87,05:09:31,0.37,25.25
88,05:09:32,0.4,25.23
89,05:09:33,0.44,25.23
90,05:09:34,0.43,25.21
91,05:09:35,0.48,25.19
92,05:09:36,0.49,25.2
93,05:09:37,0.44,25.19
94,05:09:38,0.5,25.19
95,05:09:39,0.42,25.19
96,05:09:40,0.53,25.18
97,05:09:41,0.49,25.17
98,05:09:42,0.42,25.17
99,05:09:43,0.45,25.16
100,05:09:44,0.43,25.14
101,05:09:45,0.36,25.17
102,05:09:46,0.43,25.15
103,05:09:47,0.48,25.15
104,05:09:48,0.44,25.14
105,05:09:49,0.47,25.12
106,05:09:50,0.51,25.12
107,05:09:51,0.48,25.13
108,05:09:52,0.38,25.14
109,05:09:53,0.49,25.14
110,05:09:54,0.4,25.13
111,05:09:55,0.47,25.12
112,05:09:56,0.57,25.1
113,05:09:57,0.34,25.14
114,05:09:58,0.4,25.14
115,05:09:59,0.4,25.11
116,05:10:00,0.53,25.1
117,05:10:01,0.38,25.09
118,05:10:02,0.45,25.09
119,05:10:03,0.44,25.09
120,05:10:04,0.53,25.09
MFK3006 Log 58,TIME,m/s,°C
1,05:10:29,0.38,25.02
2,05:10:30,0.46,25.01
3,05:10:31,0.43,25
4,05:10:32,0.45,25.01
5,05:10:33,0.43,25.01
6,05:10:34,0.39,25.02
7,05:10:35,0.43,25
8,05:10:36,0.4,25.01
9,05:10:37,0.41,24.99
10,05:10:38,0.37,25
11,05:10:39,0.53,24.97
12,05:10:40,0.42,24.96
13,05:10:41,0.44,24.97
14,05:10:42,0.35,24.98
15,05:10:43,0.42,24.97
16,05:10:44,0.34,24.99
17,05:10:45,0.38,25
18,05:10:46,0.4,24.97
19,05:10:47,0.44,24.97
20,05:10:48,0.5,24.95
21,05:10:49,0.44,24.95
22,05:10:50,0.35,24.96
23,05:10:51,0.33,24.98
