MFK3006 Log 1,TIME,m/s,°C
24,05:10:52,0.34,24.99
25,05:10:53,0.43,24.97
26,05:10:54,0.35,24.97
27,05:10:55,0.37,24.97
28,05:10:56,0.28,24.98
29,05:10:57,0.27,25
30,05:10:58,0.36,24.97
31,05:10:59,0.36,24.96
32,05:11:00,0.3,24.96
33,05:11:01,0.4,24.94
34,05:11:02,0.37,24.93
35,05:11:03,0.31,24.95
36,05:11:04,0.38,24.95
37,05:11:05,0.26,24.94
38,05:11:06,0.33,24.96
39,05:11:07,0.38,24.95
40,05:11:08,0.38,24.92
41,05:11:09,0.36,24.9
42,05:11:10,0.46,24.9
43,05:11:11,0.41,24.89
44,05:11:12,0.41,24.9
45,05:11:13,0.3,24.91
46,05:11:14,0.4,24.92
47,05:11:15,0.32,24.91
48,05:11:16,0.4,24.9
49,05:11:17,0.38,24.9
50,05:11:18,0.31,24.92
51,05:11:19,0.35,24.91
52,05:11:20,0.32,24.91
53,05:11:21,0.32,24.91
54,05:11:22,0.36,24.9
55,05:11:23,0.34,24.9
56,05:11:24,0.38,24.91
57,05:11:25,0.35,24.9
58,05:11:26,0.41,24.91
59,05:11:27,0.38,24.88
60,05:11:28,0.38,24.89
61,05:11:29,0.37,24.89
62,05:11:30,0.4,24.88
63,05:11:31,0.35,24.89
64,05:11:32,0.43,24.87
65,05:11:33,0.37,24.88
66,05:11:34,0.4,24.88
67,05:11:35,0.36,24.87
68,05:11:36,0.41,24.87
69,05:11:37,0.44,24.85
70,05:11:38,0.32,24.86
71,05:11:39,0.35,24.87
72,05:11:40,0.4,24.85
73,05:11:41,0.45,24.83
74,05:11:42,0.43,24.83
75,05:11:43,0.41,24.83
76,05:11:44,0.4,24.82
77,05:11:45,0.39,24.81
78,05:11:46,0.45,24.81
79,05:11:47,0.51,24.79
80,05:11:48,0.4,24.81
81,05:11:49,0.38,24.82
82,05:11:50,0.47,24.79
83,05:11:51,0.5,24.78
84,05:11:52,0.44,24.78
85,05:11:53,0.37,24.79
86,05:11:54,0.49,24.76
87,05:11:55,0.51,24.76
88,05:11:56,0.44,24.76
89,05:11:57,0.34,24.77
90,05:11:58,0.44,24.76
91,05:11:59,0.38,24.75
92,05:12:00,0.42,24.76
93,05:12:01,0.34,24.76
94,05:12:02,0.35,24.77
95,05:12:03,0.38,24.78
96,05:12:04,0.35,24.78
97,05:12:05,0.39,24.77
98,05:12:06,0.38,24.77
99,05:12:07,0.41,24.76
100,05:12:08,0.41,24.75
101,05:12:09,0.48,24.75
102,05:12:10,0.34,24.75
103,05:12:11,0.46,24.76
104,05:12:12,0.39,24.75
105,05:12:13,0.38,24.76
106,05:12:14,0.38,24.75
107,05:12:15,0.37,24.77
108,05:12:16,0.34,24.76
109,05:12:17,0.39,24.75
110,05:12:18,0.38,24.75
111,05:12:19,0.44,24.73
112,05:12:20,0.41,24.73
113,05:12:21,0.43,24.72
114,05:12:22,0.38,24.74
115,05:12:23,0.39,24.72
116,05:12:24,0.35,24.73
117,05:12:25,0.44,24.71
118,05:12:26,0.37,24.71
119,05:12:27,0.41,24.71
120,05:12:28,0.48,24.71
MFK3006 Log 59,TIME,m/s,°C
1,05:13:02,0.2,24.82
2,05:13:03,0.27,24.83
3,05:13:04,0.38,24.79
4,05:13:05,0.25,24.8
5,05:13:06,0.27,24.8
6,05:13:07,0.32,24.79
7,05:13:08,0.25,24.8
8,05:13:09,0.3,24.79
9,05:13:10,0.25,24.79
10,05:13:11,0.26,24.79
11,05:13:12,0.25,24.8
12,05:13:13,0.34,24.78
13,05:13:14,0.34,24.79
14,05:13:15,0.24,24.79
15,05:13:16,0.24,24.81
16,05:13:17,0.27,24.81
17,05:13:18,0.3,24.8
18,05:13:19,0.33,24.8
19,05:13:20,0.25,24.8
20,05:13:21,0.32,24.8
21,05:13:22,0.35,24.79
22,05:13:23,0.2,24.83
23,05:13:24,0.2,24.85
24,05:13:25,0.26,24.84
25,05:13:26,0.28,24.82
26,05:13:27,0.25,24.83
27,05:13:28,0.25,24.84
28,05:13:29,0.24,24.86
29,05:13:30,0.22,24.86
30,05:13:31,0.26,24.85
31,05:13:32,0.2,24.88
32,05:13:33,0.31,24.84
33,05:13:34,0.2,24.88
34,05:13:35,0.32,24.85
35,05:13:36,0.32,24.84
36,05:13:37,0.33,24.83
37,05:13:38,0.29,24.83
38,05:13:39,0.26,24.83
39,05:13:40,0.27,24.85
40,05:13:41,0.24,24.85
41,05:13:42,0.32,24.85
42,05:13:43,0.32,24.83
43,05:13:44,0.22,24.85
44,05:13:45,0.27,24.85
45,05:13:46,0.34,24.86
46,05:13:47,0.38,24.85
47,05:13:48,0.4,24.83
48,05:13:49,0.35,24.84
49,05:13:50,0.2,24.88
50,05:13:51,0.31,24.89
51,05:13:52,0.29,24.87
52,05:13:53,0.3,24.85
53,05:13:54,0.29,24.87
54,05:13:55,0.31,24.88
55,05:13:56,0.34,24.87
56,05:13:57,0.22,24.87
57,05:13:58,0.28,24.88
58,05:13:59,0.23,24.9
59,05:14:00,0.36,24.87
60,05:14:01,0.29,24.89
61,05:14:02,0.29,24.9
62,05:14:03,0.29,24.89
63,05:14:04,0.19,24.91
64,05:14:05,0.26,24.92
65,05:14:06,0.33,24.9
66,05:14:07,0.25,24.92
67,05:14:08,0.32,24.9
68,05:14:09,0.31,24.9
69,05:14:10,0.26,24.9
70,05:14:11,0.42,24.87
71,05:14:12,0.33,24.89
72,05:14:13,0.33,24.88
73,05:14:14,0.3,24.89
74,05:14:15,0.34,24.9
75,05:14:16,0.29,24.9
76,05:14:17,0.33,24.9
77,05:14:18,0.36,24.89
78,05:14:19,0.33,24.91
79,05:14:20,0.3,24.92
80,05:14:21,0.29,24.92
81,05:14:22,0.19,24.96
82,05:14:23,0.3,24.96
83,05:14:24,0.29,24.94
84,05:14:25,0.3,24.94
85,05:14:26,0.28,24.94
86,05:14:27,0.32,24.93
87,05:14:28,0.36,24.92
88,05:14:29,0.27,24.94
89,05:14:30,0.31,24.93
90,05:14:31,0.3,24.93
91,05:14:32,0.24,24.96
92,05:14:33,0.25,24.97
93,05:14:34,0.27,24.98
94,05:14:35,0.33,24.96
95,05:14:36,0.31,24.95
96,05:14:37,0.34,24.94
97,05:14:38,0.33,24.94
98,05:14:39,0.24,24.97
99,05:14:40,0.29,24.98
100,05:14:41,0.21,24.99
101,05:14:42,0.3,24.98
102,05:14:43,0.22,25.01
103,05:14:44,0.28,25.01
104,05:14:45,0.3,25.01
105,05:14:46,0.39,24.98
106,05:14:47,0.28,24.99
107,05:14:48,0.3,24.98
108,05:14:49,0.31,24.98
109,05:14:50,0.43,24.96
110,05:14:51,0.35,24.97
111,05:14:52,0.23,24.99
112,05:14:53,0.29,25.01
113,05:14:54,0.31,25
114,05:14:55,0.27,25.02
115,05:14:56,0.29,25
116,05:14:57,0.36,24.98
117,05:14:58,0.33,24.99
118,05:14:59,0.36,24.99
119,05:15:00,0.23,25.02
120,05:15:01,0.19,25.04
MFK3006 Log 60,TIME,m/s,°C
1,05:15:28,0.02,25.43
2,05:15:29,0.03,25.45
3,05:15:30,0.11,25.42
4,05:15:31,0.11,25.44
5,05:15:32,0.11,25.48
6,05:15:33,0.07,25.53
7,05:15:34,0.1,25.57
8,05:15:35,0.07,25.58
9,05:15:36,0.06,25.56
10,05:15:37,0.05,25.55
11,05:15:38,0.05,25.56
12,05:15:39,0.06,25.56
13,05:15:40,0.04,25.57
14,05:15:41,0.04,25.58
15,05:15:42,0.06,25.59
16,05:15:43,0.04,25.6
17,05:15:44,0.08,25.6
18,05:15:45,0.09,25.61
19,05:15:46,0.08,25.6
20,05:15:47,0.14,25.59
21,05:15:48,0.09,25.62
22,05:15:49,0.08,25.65
23,05:15:50,0.08,25.68
24,05:15:51,0.07,25.69
25,05:15:52,0.04,25.7
26,05:15:53,0.05,25.69
27,05:15:54,0.06,25.72
28,05:15:55,0.07,25.74
29,05:15:56,0.06,25.74
30,05:15:57,0.05,25.76
31,05:15:58,0.06,25.77
32,05:15:59,0.04,25.78
33,05:16:00,0.04,25.79
34,05:16:01,0.06,25.79
35,05:16:02,0.05,25.8
36,05:16:03,0.04,25.82
37,05:16:04,0.02,25.84
38,05:16:05,0.05,25.84
39,05:16:06,0.07,25.85
40,05:16:07,0.04,25.86
41,05:16:08,0.05,25.88
42,05:16:09,0.06,25.89
43,05:16:10,0.04,25.9
44,05:16:11,0.05,25.92
45,05:16:12,0.03,25.91
46,05:16:13,0.06,25.91
47,05:16:14,0.08,25.93
48,05:16:15,0.06,25.93
49,05:16:16,0.06,25.94
50,05:16:17,0.06,25.94
51,05:16:18,0.09,25.95
52,05:16:19,0.09,25.92
53,05:16:20,0.1,25.93
54,05:16:21,0.15,25.95
55,05:16:22,0.07,25.97
56,05:16:23,0.1,25.98
57,05:16:24,0.1,25.99
58,05:16:25,0.11,26
59,05:16:26,0.1,25.98
60,05:16:27,0.06,26.02
61,05:16:28,0.07,26.04
62,05:16:29,0.06,26.05
63,05:16:30,0.07,26.07
64,05:16:31,0.06,26.08
65,05:16:32,0.07,26.09
66,05:16:33,0.07,26.09
67,05:16:34,0.07,26.11
68,05:16:35,0.07,26.11
69,05:16:36,0.05,26.13
70,05:16:37,0.07,26.13
71,05:16:38,0.08,26.14
72,05:16:39,0.13,26.12
73,05:16:40,0.09,26.13
74,05:16:41,0.1,26.11
75,05:16:42,0.13,26.12
76,05:16:43,0.13,26.14
77,05:16:44,0.05,26.17
78,05:16:45,0.07,26.19
79,05:16:46,0.04,26.2
80,05:16:47,0.05,26.2
81,05:16:48,0.06,26.21
82,05:16:49,0.06,26.22
83,05:16:50,0.05,26.23
84,05:16:51,0.05,26.24
85,05:16:52,0.06,26.25
86,05:16:53,0.06,26.25
87,05:16:54,0.05,26.26
88,05:16:55,0.06,26.26
89,05:16:56,0.07,26.27
90,05:16:57,0.07,26.27
91,05:16:58,0.1,26.28
92,05:16:59,0.09,26.29
93,05:17:00,0.05,26.3
94,05:17:01,0.04,26.31
95,05:17:02,0.05,26.32
96,05:17:03,0.06,26.31
97,05:17:04,0.05,26.32
98,05:17:05,0.05,26.33
99,05:17:06,0.05,26.34
100,05:17:07,0.09,26.34
101,05:17:08,0.06,26.35
102,05:17:09,0.05,26.36
103,05:17:10,0.04,26.37
104,05:17:11,0.06,26.38
105,05:17:12,0.04,26.38
106,05:17:13,0.04,26.39
107,05:17:14,0.04,26.4
108,05:17:15,0.06,26.4
109,05:17:16,0.06,26.41
110,05:17:17,0.04,26.41
111,05:17:18,0.04,26.42
112,05:17:19,0.07,26.42
113,05:17:20,0.05,26.43
114,05:17:21,0.07,26.44
115,05:17:22,0.07,26.44
116,05:17:23,0.1,26.44
117,05:17:24,0.04,26.45
118,05:17:25,0.06,26.46
119,05:17:26,0.05,26.47
120,05:17:27,0.05,26.48
MFK3006 Log 61,TIME,m/s,°C
1,05:18:25,0.07,26.78
2,05:18:26,0.06,26.78
3,05:18:27,0.05,26.78
4,05:18:28,0.05,26.78
5,05:18:29,0.06,26.79
6,05:18:30,0.07,26.79
7,05:18:31,0.06,26.8
8,05:18:32,0.07,26.8
9,05:18:33,0.05,26.81
10,05:18:34,0.05,26.82
11,05:18:35,0.06,26.82
12,05:18:36,0.05,26.83
13,05:18:37,0.06,26.81
14,05:18:38,0.08,26.81
15,05:18:39,0.06,26.84
16,05:18:40,0.08,26.84
17,05:18:41,0.07,26.86
18,05:18:42,0.06,26.85
19,05:18:43,0.06,26.85
20,05:18:44,0.05,26.86
21,05:18:45,0.04,26.87
22,05:18:46,0.06,26.87
23,05:18:47,0.06,26.88
24,05:18:48,0.08,26.88
25,05:18:49,0.08,26.88
26,05:18:50,0.05,26.89
27,05:18:51,0.05,26.9
28,05:18:52,0.05,26.9
29,05:18:53,0.06,26.9
30,05:18:54,0.07,26.9
31,05:18:55,0.04,26.91
32,05:18:56,0.07,26.91
33,05:18:57,0.08,26.92
34,05:18:58,0.06,26.92
35,05:18:59,0.04,26.93
36,05:19:00,0.05,26.94
37,05:19:01,0.05,26.94
38,05:19:02,0.07,26.94
39,05:19:03,0.06,26.93
40,05:19:04,0.06,26.92
41,05:19:05,0.09,26.92
42,05:19:06,0.08,26.93
43,05:19:07,0.06,26.96
44,05:19:08,0.05,26.96
45,05:19:09,0.05,26.96
46,05:19:10,0.08,26.96
47,05:19:11,0.05,26.97
48,05:19:12,0.05,26.98
49,05:19:13,0.04,26.98
50,05:19:14,0.04,26.99
51,05:19:15,0.07,26.98
52,05:19:16,0.06,26.97
53,05:19:17,0.07,26.98
54,05:19:18,0.06,26.98
55,05:19:19,0.04,27
56,05:19:20,0.05,27.01
57,05:19:21,0.04,27.01
58,05:19:22,0.05,27.02
59,05:19:23,0.05,27.02
60,05:19:24,0.05,27.02
61,05:19:25,0.05,27.03
62,05:19:26,0.05,27.03
63,05:19:27,0.05,27.04
64,05:19:28,0.06,27.04
65,05:19:29,0.06,27.05
66,05:19:30,0.02,27.05
67,05:19:31,0.04,27.05
68,05:19:32,0.04,27.06
69,05:19:33,0.05,27.06
70,05:19:34,0.04,27.08
71,05:19:35,0.05,27.07
72,05:19:36,0.04,27.08
73,05:19:37,0.04,27.08
74,05:19:38,0.04,27.08
75,05:19:39,0.05,27.09
76,05:19:40,0.08,27.08
77,05:19:41,0.05,27.09
78,05:19:42,0.04,27.1
79,05:19:43,0.05,27.09
80,05:19:44,0.04,27.11
81,05:19:45,0.05,27.11
82,05:19:46,0.04,27.11
83,05:19:47,0.05,27.11
84,05:19:48,0.06,27.12
85,05:19:49,0.06,27.13
86,05:19:50,0.06,27.12
87,05:19:51,0.06,27.12
88,05:19:52,0.06,27.12
89,05:19:53,0.08,27.12
90,05:19:54,0.07,27.12
91,05:19:55,0.06,27.13
92,05:19:56,0.05,27.14
93,05:19:57,0.07,27.14
94,05:19:58,0.06,27.14
95,05:19:59,0.06,27.14
96,05:20:00,0.05,27.15
97,05:20:01,0.05,27.15
98,05:20:02,0.06,27.15
99,05:20:03,0.06,27.15
100,05:20:04,0.05,27.16
101,05:20:05,0.04,27.17
102,05:20:06,0.04,27.17
103,05:20:07,0.04,27.18
104,05:20:08,0.05,27.18
105,05:20:09,0.06,27.18
106,05:20:10,0.05,27.18
107,05:20:11,0.05,27.19
108,05:20:12,0.04,27.19
109,05:20:13,0.05,27.2
110,05:20:14,0.05,27.2
111,05:20:15,0.06,27.2
112,05:20:16,0.05,27.2
113,05:20:17,0.05,27.21
114,05:20:18,0.05,27.21
115,05:20:19,0.06,27.21
116,05:20:20,0.05,27.22
117,05:20:21,0.05,27.22
118,05:20:22,0.05,27.22
119,05:20:23,0.05,27.22
120,05:20:24,0.03,27.23
MFK3006 Log 62,TIME,m/s,°C
1,05:20:52,0.06,27.32
2,05:20:53,0.07,27.32
3,05:20:54,0.06,27.33
4,05:20:55,0.07,27.34
5,05:20:56,0.05,27.35
6,05:20:57,0.08,27.36
7,05:20:58,0.14,27.33
8,05:20:59,0.1,27.33
9,05:21:00,0.11,27.34
10,05:21:01,0.09,27.34
11,05:21:02,0.09,27.35
12,05:21:03,0.05,27.37
13,05:21:04,0.08,27.38
14,05:21:05,0.05,27.38
15,05:21:06,0.04,27.4
16,05:21:07,0.05,27.43
17,05:21:08,0.07,27.44
18,05:21:09,0.12,27.42
19,05:21:10,0.11,27.39
20,05:21:11,0.12,27.38
21,05:21:12,0.05,27.39
22,05:21:13,0.03,27.44
23,05:21:14,0.06,27.48
24,05:21:15,0.05,27.49
25,05:21:16,0.02,27.52
26,05:21:17,0.03,27.53
27,05:21:18,0.07,27.51
28,05:21:19,0.06,27.5
29,05:21:20,0.05,27.5
30,05:21:21,0.03,27.51
31,05:21:22,0.06,27.52
32,05:21:23,0.06,27.52
33,05:21:24,0.07,27.51
34,05:21:25,0.05,27.51
35,05:21:26,0.11,27.49
36,05:21:27,0.07,27.51
37,05:21:28,0.04,27.54
38,05:21:29,0.07,27.53
39,05:21:30,0.06,27.53
40,05:21:31,0.05,27.54
41,05:21:32,0.05,27.54
42,05:21:33,0.09,27.52
43,05:21:34,0.08,27.54
44,05:21:35,0.06,27.54
45,05:21:36,0.05,27.55
46,05:21:37,0.04,27.57
47,05:21:38,0.06,27.57
48,05:21:39,0.05,27.59
49,05:21:40,0.03,27.6
50,05:21:41,0.06,27.58
51,05:21:42,0.04,27.6
52,05:21:43,0.04,27.61
53,05:21:44,0.05,27.61
54,05:21:45,0.05,27.61
55,05:21:46,0.06,27.62
56,05:21:47,0.05,27.62
57,05:21:48,0.05,27.63
58,05:21:49,0.06,27.63
59,05:21:50,0.05,27.64
60,05:21:51,0.06,27.63
61,05:21:52,0.05,27.62
62,05:21:53,0.04,27.63
63,05:21:54,0.04,27.64
64,05:21:55,0.03,27.65
65,05:21:56,0.05,27.67
66,05:21:57,0.04,27.69
67,05:21:58,0.05,27.7
68,05:21:59,0.06,27.69
69,05:22:00,0.07,27.69
70,05:22:01,0.07,27.69
71,05:22:02,0.08,27.66
72,05:22:03,0.07,27.66
73,05:22:04,0.06,27.65
74,05:22:05,0.08,27.65
75,05:22:06,0.07,27.65
76,05:22:07,0.05,27.67
77,05:22:08,0.05,27.68
78,05:22:09,0.06,27.68
79,05:22:10,0.08,27.68
80,05:22:11,0.06,27.67
81,05:22:12,0.07,27.69
82,05:22:13,0.06,27.69
83,05:22:14,0.03,27.71
84,05:22:15,0.03,27.73
85,05:22:16,0.06,27.73
86,05:22:17,0.06,27.72
87,05:22:18,0.05,27.72
88,05:22:19,0.05,27.73
89,05:22:20,0.04,27.72
90,05:22:21,0.04,27.73
91,05:22:22,0.05,27.73
92,05:22:23,0.05,27.72
93,05:22:24,0.06,27.71
94,05:22:25,0.09,27.72
95,05:22:26,0.06,27.73
96,05:22:27,0.06,27.74
97,05:22:28,0.06,27.73
98,05:22:29,0.05,27.74
99,05:22:30,0.07,27.73
100,05:22:31,0.09,27.72
101,05:22:32,0.06,27.73
102,05:22:33,0.07,27.73
103,05:22:34,0.05,27.72
104,05:22:35,0.04,27.73
105,05:22:36,0.04,27.75
106,05:22:37,0.04,27.75
107,05:22:38,0.04,27.76
108,05:22:39,0.05,27.77
109,05:22:40,0.06,27.77
110,05:22:41,0.06,27.78
111,05:22:42,0.04,27.79
112,05:22:43,0.05,27.79
113,05:22:44,0.08,27.78
114,05:22:45,0.05,27.77
115,05:22:46,0.06,27.78
116,05:22:47,0.06,27.79
117,05:22:48,0.05,27.78
118,05:22:49,0.05,27.79
119,05:22:50,0.07,27.76
120,05:22:51,0.06,27.76
MFK3006 Log 63,TIME,m/s,°C
1,05:23:11,0.05,27.8
2,05:23:12,0.06,27.8
3,05:23:13,0.06,27.8
4,05:23:14,0.05,27.8
5,05:23:15,0.04,27.81
6,05:23:16,0.06,27.8
7,05:23:17,0.05,27.8
8,05:23:18,0.06,27.81
9,05:23:19,0.08,27.82
10,05:23:20,0.06,27.82
11,05:23:21,0.04,27.82
12,05:23:22,0.06,27.83
13,05:23:23,0.07,27.84
14,05:23:24,0.07,27.83
15,05:23:25,0.08,27.83
16,05:23:26,0.05,27.84
17,05:23:27,0.06,27.84
18,05:23:28,0.05,27.84
19,05:23:29,0.05,27.84
20,05:23:30,0.07,27.83
21,05:23:31,0.07,27.83
22,05:23:32,0.04,27.84
23,05:23:33,0.06,27.86
24,05:23:34,0.06,27.86
25,05:23:35,0.06,27.86
26,05:23:36,0.03,27.84
27,05:23:37,0.02,27.87
28,05:23:38,0.03,27.88
29,05:23:39,0.03,27.88
30,05:23:40,0.05,27.88
31,05:23:41,0.06,27.87
32,05:23:42,0.05,27.86
33,05:23:43,0.04,27.87
34,05:23:44,0.06,27.89
35,05:23:45,0.04,27.9
36,05:23:46,0.06,27.89
37,05:23:47,0.05,27.9
38,05:23:48,0.05,27.9
39,05:23:49,0.05,27.89
40,05:23:50,0.06,27.88
41,05:23:51,0.07,27.88
42,05:23:52,0.05,27.87
43,05:23:53,0.07,27.87
44,05:23:54,0.07,27.88
45,05:23:55,0.08,27.85
46,05:23:56,0.07,27.86
47,05:23:57,0.08,27.86
48,05:23:58,0.06,27.87
49,05:23:59,0.05,27.88
50,05:24:00,0.09,27.87
51,05:24:01,0.05,27.88
52,05:24:02,0.06,27.89
53,05:24:03,0.06,27.88
54,05:24:04,0.06,27.89
55,05:24:05,0.07,27.88
56,05:24:06,0.06,27.88
57,05:24:07,0.05,27.88
58,05:24:08,0.05,27.89
59,05:24:09,0.06,27.89
60,05:24:10,0.05,27.9
61,05:24:11,0.06,27.9
62,05:24:12,0.07,27.91
63,05:24:13,0.05,27.93
64,05:24:14,0.04,27.93
65,05:24:15,0.07,27.92
66,05:24:16,0.07,27.91
67,05:24:17,0.07,27.91
68,05:24:18,0.06,27.91
69,05:24:19,0.05,27.91
70,05:24:20,0.08,27.91
71,05:24:21,0.07,27.91
72,05:24:22,0.08,27.91
73,05:24:23,0.05,27.92
74,05:24:24,0.07,27.92
75,05:24:25,0.07,27.91
76,05:24:26,0.06,27.91
77,05:24:27,0.06,27.92
78,05:24:28,0.04,27.92
79,05:24:29,0.05,27.92
80,05:24:30,0.04,27.93
81,05:24:31,0.03,27.94
82,05:24:32,0.05,27.94
83,05:24:33,0.04,27.94
84,05:24:34,0.04,27.93
85,05:24:35,0.05,27.93
86,05:24:36,0.07,27.93
87,05:24:37,0.06,27.94
88,05:24:38,0.06,27.95
89,05:24:39,0.07,27.94
90,05:24:40,0.05,27.94
91,05:24:41,0.06,27.94
92,05:24:42,0.06,27.94
93,05:24:43,0.06,27.93
94,05:24:44,0.05,27.94
95,05:24:45,0.05,27.95
96,05:24:46,0.05,27.95
97,05:24:47,0.04,27.95
98,05:24:48,0.06,27.95
99,05:24:49,0.07,27.94
100,05:24:50,0.08,27.94
101,05:24:51,0.05,27.95
102,05:24:52,0.06,27.93
103,05:24:53,0.06,27.95
104,05:24:54,0.06,27.95
105,05:24:55,0.06,27.95
106,05:24:56,0.05,27.94
107,05:24:57,0.08,27.95
108,05:24:58,0.08,27.95
109,05:24:59,0.07,27.95
110,05:25:00,0.05,27.96
111,05:25:01,0.06,27.95
112,05:25:02,0.04,27.96
113,05:25:03,0.03,27.97
114,05:25:04,0.04,27.98
115,05:25:05,0.05,27.96
116,05:25:06,0.07,27.96
117,05:25:07,0.06,27.96
118,05:25:08,0.07,27.96
119,05:25:09,0.04,27.97
120,05:25:10,0.06,27.97
MFK3006 Log 64,TIME,m/s,°C
1,05:25:38,0.02,27.98
2,05:25:39,0.03,27.98
3,05:25:40,0.07,27.99
4,05:25:41,0.08,27.98
5,05:25:42,0.07,27.97
6,05:25:43,0.06,27.96
7,05:25:44,0.05,27.96
8,05:25:45,0.06,27.95
9,05:25:46,0.05,27.97
10,05:25:47,0.06,27.97
11,05:25:48,0.05,27.98
12,05:25:49,0.08,27.99
13,05:25:50,0.06,27.98
14,05:25:51,0.07,27.98
15,05:25:52,0.05,27.99
16,05:25:53,0.07,28
17,05:25:54,0.07,27.97
18,05:25:55,0.07,27.97
19,05:25:56,0.05,27.97
20,05:25:57,0.08,27.97
21,05:25:58,0.07,27.98
22,05:25:59,0.14,27.98
23,05:26:00,0.12,27.97
24,05:26:01,0.08,27.97
25,05:26:02,0.07,27.98
26,05:26:03,0.09,27.98
27,05:26:04,0.1,28.01
28,05:26:05,0.09,27.99
29,05:26:06,0.08,27.98
30,05:26:07,0.06,27.98
31,05:26:08,0.06,27.98
32,05:26:09,0.04,27.99
33,05:26:10,0.06,27.99
34,05:26:11,0.07,27.99
35,05:26:12,0.07,28
36,05:26:13,0.06,28.01
37,05:26:14,0.07,28
38,05:26:15,0.06,28
39,05:26:16,0.08,28
40,05:26:17,0.06,27.99
41,05:26:18,0.07,28
42,05:26:19,0.08,28.01
43,05:26:20,0.06,28
44,05:26:21,0.07,28
45,05:26:22,0.07,28.02
46,05:26:23,0.06,28
47,05:26:24,0.05,28
48,05:26:25,0.06,27.99
49,05:26:26,0.08,27.99
50,05:26:27,0.07,27.99
51,05:26:28,0.06,27.99
52,05:26:29,0.07,28
53,05:26:30,0.06,28.01
54,05:26:31,0.09,28.01
55,05:26:32,0.07,28
56,05:26:33,0.06,28.02
57,05:26:34,0.1,28.02
58,05:26:35,0.07,28.03
59,05:26:36,0.09,28.01
60,05:26:37,0.08,28.02
61,05:26:38,0.08,28.02
62,05:26:39,0.1,28.01
63,05:26:40,0.08,28.01
64,05:26:41,0.07,28.01
65,05:26:42,0.07,28.03
66,05:26:43,0.06,28.03
67,05:26:44,0.07,28.04
68,05:26:45,0.04,28.07
69,05:26:46,0.06,28.08
70,05:26:47,0.07,28.08
71,05:26:48,0.05,28.11
72,05:26:49,0.04,28.08
73,05:26:50,0.07,28.08
74,05:26:51,0.04,28.1
75,05:26:52,0.04,28.1
76,05:26:53,0.02,28.11
77,05:26:54,0.05,28.11
78,05:26:55,0.05,28.1
79,05:26:56,0.05,28.09
80,05:26:57,0.06,28.09
81,05:26:58,0.04,28.09
82,05:26:59,0.06,28.1
83,05:27:00,0.07,28.1
84,05:27:01,0.04,28.1
85,05:27:02,0.06,28.11
86,05:27:03,0.04,28.09
87,05:27:04,0.1,28.12
88,05:27:05,0.04,28.1
89,05:27:06,0.04,28.1
90,05:27:07,0.05,28.11
91,05:27:08,0.05,28.11
92,05:27:09,0.05,28.11
93,05:27:10,0.06,28.11
94,05:27:11,0.08,28.12
95,05:27:12,0.08,28.14
96,05:27:13,0.06,28.17
97,05:27:14,0.05,28.17
98,05:27:15,0.07,28.15
99,05:27:16,0.05,28.14
100,05:27:17,0.08,28.13
101,05:27:18,0.06,28.13
102,05:27:19,0.07,28.13
103,05:27:20,0.08,28.12
104,05:27:21,0.08,28.12
105,05:27:22,0.09,28.12
106,05:27:23,0.07,28.12
107,05:27:24,0.09,28.13
108,05:27:25,0.11,28.12
109,05:27:26,0.12,28.11
110,05:27:27,0.1,28.17
111,05:27:28,0.09,28.14
112,05:27:29,0.1,28.13
113,05:27:30,0.12,28.14
114,05:27:31,0.13,28.12
115,05:27:32,0.12,28.14
116,05:27:33,0.14,28.12
117,05:27:34,0.14,28.13
118,05:27:35,0.12,28.12
119,05:27:36,0.11,28.12
120,05:27:37,0.09,28.13
MFK3006 Log 65,TIME,m/s,°C
1,05:27:53,0.09,28.21
2,05:27:54,0.11,28.22
3,05:27:55,0.13,28.19
4,05:27:56,0.1,28.19
5,05:27:57,0.13,28.15
6,05:27:58,0.16,28.15
7,05:27:59,0.18,28.1
8,05:28:00,0.11,28.2
9,05:28:01,0.13,28.23
10,05:28:02,0.1,28.29
11,05:28:03,0.11,28.28
12,05:28:04,0.13,28.26
13,05:28:05,0.13,28.24
14,05:28:06,0.13,28.25
15,05:28:07,0.16,28.25
16,05:28:08,0.14,28.28
17,05:28:09,0.11,28.26
18,05:28:10,0.11,28.26
19,05:28:11,0.05,28.26
20,05:28:12,0.06,28.27
21,05:28:13,0.04,28.26
22,05:28:14,0.07,28.25
23,05:28:15,0.07,28.24
24,05:28:16,0.07,28.24
25,05:28:17,0.08,28.23
26,05:28:18,0.05,28.24
27,05:28:19,0.06,28.24
28,05:28:20,0.05,28.24
29,05:28:21,0.05,28.24
30,05:28:22,0.06,28.23
31,05:28:23,0.04,28.24
32,05:28:24,0.07,28.24
33,05:28:25,0.04,28.25
34,05:28:26,0.04,28.25
35,05:28:27,0.04,28.26
36,05:28:28,0.05,28.26
37,05:28:29,0.05,28.26
38,05:28:30,0.05,28.26
39,05:28:31,0.07,28.29
40,05:28:32,0.15,28.27
41,05:28:33,0.13,28.28
42,05:28:34,0.15,28.3
43,05:28:35,0.13,28.31
44,05:28:36,0.15,28.32
45,05:28:37,0.12,28.31
46,05:28:38,0.09,28.35
47,05:28:39,0.1,28.35
48,05:28:40,0.15,28.31
49,05:28:41,0.18,28.27
